Datum;Artikel_ID;Kunde;Menge
2016-01-20;Artikel_90;Kunde_1;2
2016-01-21;Artikel_83;Kunde_28;2
2016-01-21;Artikel_94;Kunde_26;2
2016-01-21;Artikel_47;Kunde_17;2
2016-01-22;Artikel_51;Kunde_27;2
2016-01-22;Artikel_28;Kunde_19;1
2016-01-22;Artikel_17;Kunde_15;3
2016-01-22;Artikel_96;Kunde_29;1
2016-01-22;Artikel_39;Kunde_28;1
2016-01-22;Artikel_40;Kunde_28;1
2016-01-22;Artikel_81;Kunde_29;3
2016-01-25;Artikel_19;Kunde_27;3
2016-01-25;Artikel_19;Kunde_16;1
2016-01-25;Artikel_86;Kunde_5;2
2016-01-25;Artikel_43;Kunde_24;3
2016-01-26;Artikel_79;Kunde_16;3
2016-01-26;Artikel_19;Kunde_26;2
2016-01-26;Artikel_21;Kunde_22;2
2016-01-27;Artikel_100;Kunde_24;1
2016-01-27;Artikel_45;Kunde_26;2
2016-01-27;Artikel_67;Kunde_27;1
2016-01-27;Artikel_83;Kunde_30;2
2016-01-27;Artikel_88;Kunde_17;1
2016-01-28;Artikel_17;Kunde_22;1
2016-01-28;Artikel_96;Kunde_25;2
2016-01-28;Artikel_9;Kunde_27;-1
2016-01-28;Artikel_81;Kunde_28;1
2016-01-28;Artikel_82;Kunde_15;1
2016-01-29;Artikel_15;Kunde_12;2
2016-01-29;Artikel_65;Kunde_14;1
2016-01-29;Artikel_49;Kunde_17;3
2016-01-29;Artikel_16;Kunde_16;1
2016-02-01;Artikel_48;Kunde_28;2
2016-02-01;Artikel_58;Kunde_5;1
2016-02-01;Artikel_33;Kunde_15;3
2016-02-01;Artikel_99;Kunde_24;3
2016-02-02;Artikel_60;Kunde_5;1
2016-02-02;Artikel_47;Kunde_24;2
2016-02-02;Artikel_100;Kunde_30;2
2016-02-02;Artikel_33;Kunde_28;2
2016-02-02;Artikel_2;Kunde_20;1
2016-02-02;Artikel_60;Kunde_14;1
2016-02-02;Artikel_95;Kunde_14;1
2016-02-03;Artikel_59;Kunde_4;3
2016-02-03;Artikel_61;Kunde_1;2
2016-02-03;Artikel_44;Kunde_22;1
2016-02-03;Artikel_51;Kunde_7;2
2016-02-03;Artikel_78;Kunde_10;1
2016-02-04;Artikel_58;Kunde_19;3
2016-02-04;Artikel_50;Kunde_10;1
2016-02-04;Artikel_6;Kunde_5;1
2016-02-04;Artikel_81;Kunde_19;1
2016-02-05;Artikel_40;Kunde_19;1
2016-02-05;Artikel_8;Kunde_10;2
2016-02-05;Artikel_2;Kunde_24;3
2016-02-05;Artikel_40;Kunde_12;2
2016-02-05;Artikel_70;Kunde_3;2
2016-02-05;Artikel_37;Kunde_8;2
2016-02-05;Artikel_3;Kunde_5;1
2016-02-05;Artikel_99;Kunde_14;1
2016-02-05;Artikel_52;Kunde_24;2
2016-02-08;Artikel_44;Kunde_28;2
2016-02-08;Artikel_80;Kunde_24;2
2016-02-08;Artikel_65;Kunde_18;3
2016-02-09;Artikel_5;Kunde_19;3
2016-02-09;Artikel_94;Kunde_18;1
2016-02-09;Artikel_55;Kunde_5;1
2016-02-09;Artikel_38;Kunde_2;1
2016-02-10;Artikel_51;Kunde_16;3
2016-02-10;Artikel_40;Kunde_12;3
2016-02-10;Artikel_28;Kunde_22;2
2016-02-10;Artikel_59;Kunde_28;3
2016-02-10;Artikel_79;Kunde_24;2
2016-02-10;Artikel_83;Kunde_19;-1
2016-02-10;Artikel_95;Kunde_23;3
2016-02-11;Artikel_33;Kunde_18;3
2016-02-11;Artikel_97;Kunde_24;2
2016-02-11;Artikel_53;Kunde_5;1
2016-02-11;Artikel_70;Kunde_6;2
2016-02-11;Artikel_47;Kunde_2;3
2016-02-12;Artikel_27;Kunde_19;3
2016-02-12;Artikel_48;Kunde_14;1
2016-02-12;Artikel_29;Kunde_2;1
2016-02-12;Artikel_86;Kunde_7;1
2016-02-15;Artikel_95;Kunde_18;1
2016-02-15;Artikel_52;Kunde_19;1
2016-02-15;Artikel_39;Kunde_14;3
2016-02-15;Artikel_66;Kunde_5;2
2016-02-16;Artikel_42;Kunde_26;3
2016-02-16;Artikel_75;Kunde_5;1
2016-02-17;Artikel_94;Kunde_16;2
2016-02-17;Artikel_49;Kunde_14;2
2016-02-17;Artikel_46;Kunde_24;3
2016-02-17;Artikel_62;Kunde_15;-1
2016-02-17;Artikel_84;Kunde_19;1
2016-02-17;Artikel_75;Kunde_27;3
2016-02-18;Artikel_5;Kunde_28;3
2016-02-18;Artikel_81;Kunde_14;1
2016-02-18;Artikel_95;Kunde_2;1
2016-02-18;Artikel_49;Kunde_10;2
2016-02-18;Artikel_83;Kunde_8;2
2016-02-18;Artikel_82;Kunde_19;1
2016-02-18;Artikel_58;Kunde_27;1
2016-02-19;Artikel_74;Kunde_7;-1
2016-02-19;Artikel_31;Kunde_14;2
2016-02-19;Artikel_81;Kunde_27;1
2016-02-19;Artikel_70;Kunde_17;3
2016-02-19;Artikel_27;Kunde_17;1
2016-02-19;Artikel_3;Kunde_4;2
2016-02-19;Artikel_65;Kunde_1;1
2016-02-19;Artikel_97;Kunde_1;1
2016-02-22;Artikel_51;Kunde_18;1
2016-02-22;Artikel_66;Kunde_1;3
2016-02-22;Artikel_58;Kunde_8;3
2016-02-22;Artikel_82;Kunde_2;1
2016-02-22;Artikel_62;Kunde_15;3
2016-02-22;Artikel_66;Kunde_5;2
2016-02-23;Artikel_48;Kunde_21;3
2016-02-23;Artikel_84;Kunde_17;1
2016-02-23;Artikel_67;Kunde_26;-1
2016-02-23;Artikel_45;Kunde_16;1
2016-02-24;Artikel_44;Kunde_27;2
2016-02-24;Artikel_35;Kunde_1;1
2016-02-24;Artikel_97;Kunde_15;2
2016-02-24;Artikel_3;Kunde_19;2
2016-02-24;Artikel_82;Kunde_5;2
2016-02-24;Artikel_3;Kunde_17;1
2016-02-24;Artikel_94;Kunde_27;1
2016-02-24;Artikel_79;Kunde_19;2
2016-02-25;Artikel_9;Kunde_1;3
2016-02-25;Artikel_47;Kunde_28;3
2016-02-25;Artikel_80;Kunde_17;1
2016-02-25;Artikel_60;Kunde_15;1
2016-02-25;Artikel_4;Kunde_5;3
2016-02-25;Artikel_48;Kunde_29;1
2016-02-25;Artikel_81;Kunde_22;-1
2016-02-25;Artikel_80;Kunde_17;3
2016-02-26;Artikel_47;Kunde_23;-1
2016-02-26;Artikel_38;Kunde_2;2
2016-02-26;Artikel_8;Kunde_18;2
2016-02-26;Artikel_11;Kunde_24;1
2016-02-26;Artikel_99;Kunde_4;1
2016-02-26;Artikel_41;Kunde_24;-1
2016-02-26;Artikel_68;Kunde_22;3
2016-02-26;Artikel_37;Kunde_22;2
2016-02-29;Artikel_62;Kunde_14;1
2016-02-29;Artikel_53;Kunde_21;1
2016-02-29;Artikel_49;Kunde_1;2
2016-02-29;Artikel_23;Kunde_19;2
2016-02-29;Artikel_59;Kunde_22;3
2016-02-29;Artikel_91;Kunde_4;1
2016-02-29;Artikel_52;Kunde_24;1
2016-03-01;Artikel_38;Kunde_14;-1
2016-03-01;Artikel_96;Kunde_1;-1
2016-03-01;Artikel_81;Kunde_14;1
2016-03-01;Artikel_35;Kunde_18;3
2016-03-01;Artikel_88;Kunde_15;-1
2016-03-01;Artikel_59;Kunde_2;2
2016-03-02;Artikel_73;Kunde_4;1
2016-03-02;Artikel_80;Kunde_10;1
2016-03-02;Artikel_52;Kunde_15;1
2016-03-02;Artikel_71;Kunde_2;3
2016-03-02;Artikel_15;Kunde_2;2
2016-03-03;Artikel_51;Kunde_18;3
2016-03-03;Artikel_5;Kunde_15;1
2016-03-03;Artikel_45;Kunde_17;1
2016-03-03;Artikel_85;Kunde_15;3
2016-03-03;Artikel_24;Kunde_22;3
2016-03-03;Artikel_18;Kunde_4;1
2016-03-04;Artikel_78;Kunde_18;2
2016-03-04;Artikel_5;Kunde_25;1
2016-03-04;Artikel_40;Kunde_28;1
2016-03-04;Artikel_4;Kunde_27;1
2016-03-04;Artikel_28;Kunde_19;1
2016-03-07;Artikel_95;Kunde_16;1
2016-03-07;Artikel_38;Kunde_17;1
2016-03-07;Artikel_3;Kunde_24;1
2016-03-08;Artikel_42;Kunde_17;2
2016-03-08;Artikel_47;Kunde_24;1
2016-03-08;Artikel_91;Kunde_29;2
2016-03-08;Artikel_43;Kunde_27;-1
2016-03-09;Artikel_87;Kunde_20;2
2016-03-09;Artikel_91;Kunde_15;1
2016-03-10;Artikel_39;Kunde_15;2
2016-03-10;Artikel_88;Kunde_22;2
2016-03-10;Artikel_33;Kunde_22;1
2016-03-10;Artikel_92;Kunde_12;2
2016-03-10;Artikel_87;Kunde_29;1
2016-03-10;Artikel_99;Kunde_23;1
2016-03-10;Artikel_28;Kunde_10;1
2016-03-10;Artikel_93;Kunde_7;1
2016-03-11;Artikel_83;Kunde_3;1
2016-03-11;Artikel_65;Kunde_16;3
2016-03-11;Artikel_60;Kunde_10;1
2016-03-11;Artikel_99;Kunde_26;1
2016-03-11;Artikel_33;Kunde_4;2
2016-03-11;Artikel_51;Kunde_2;3
2016-03-11;Artikel_83;Kunde_19;1
2016-03-14;Artikel_33;Kunde_20;2
2016-03-14;Artikel_94;Kunde_23;-1
2016-03-14;Artikel_68;Kunde_18;1
2016-03-14;Artikel_80;Kunde_19;2
2016-03-14;Artikel_81;Kunde_19;1
2016-03-14;Artikel_27;Kunde_13;2
2016-03-15;Artikel_27;Kunde_26;2
2016-03-15;Artikel_99;Kunde_28;1
2016-03-15;Artikel_43;Kunde_3;1
2016-03-15;Artikel_73;Kunde_28;1
2016-03-15;Artikel_84;Kunde_21;3
2016-03-15;Artikel_79;Kunde_22;2
2016-03-16;Artikel_28;Kunde_10;1
2016-03-16;Artikel_51;Kunde_1;1
2016-03-16;Artikel_23;Kunde_18;1
2016-03-16;Artikel_83;Kunde_27;3
2016-03-16;Artikel_15;Kunde_8;1
2016-03-16;Artikel_5;Kunde_12;-1
2016-03-16;Artikel_79;Kunde_12;3
2016-03-16;Artikel_79;Kunde_1;3
2016-03-16;Artikel_39;Kunde_8;1
2016-03-17;Artikel_31;Kunde_4;1
2016-03-17;Artikel_58;Kunde_16;3
2016-03-17;Artikel_86;Kunde_16;-1
2016-03-18;Artikel_35;Kunde_17;2
2016-03-18;Artikel_42;Kunde_10;2
2016-03-18;Artikel_91;Kunde_25;-1
2016-03-21;Artikel_84;Kunde_13;3
2016-03-21;Artikel_48;Kunde_12;1
2016-03-21;Artikel_68;Kunde_28;2
2016-03-21;Artikel_12;Kunde_22;2
2016-03-21;Artikel_48;Kunde_12;1
2016-03-21;Artikel_84;Kunde_27;1
2016-03-21;Artikel_41;Kunde_18;2
2016-03-21;Artikel_75;Kunde_15;1
2016-03-21;Artikel_32;Kunde_22;1
2016-03-21;Artikel_4;Kunde_5;3
2016-03-21;Artikel_91;Kunde_16;1
2016-03-21;Artikel_16;Kunde_22;2
2016-03-21;Artikel_27;Kunde_2;1
2016-03-21;Artikel_23;Kunde_16;1
2016-03-21;Artikel_90;Kunde_8;1
2016-03-22;Artikel_18;Kunde_6;2
2016-03-22;Artikel_95;Kunde_18;3
2016-03-22;Artikel_39;Kunde_24;1
2016-03-22;Artikel_82;Kunde_22;-1
2016-03-22;Artikel_60;Kunde_24;1
2016-03-22;Artikel_32;Kunde_15;3
2016-03-22;Artikel_47;Kunde_2;1
2016-03-23;Artikel_68;Kunde_2;3
2016-03-23;Artikel_38;Kunde_8;2
2016-03-23;Artikel_79;Kunde_18;3
2016-03-24;Artikel_75;Kunde_5;3
2016-03-24;Artikel_79;Kunde_26;2
2016-03-24;Artikel_84;Kunde_24;3
2016-03-25;Artikel_47;Kunde_12;-1
2016-03-25;Artikel_23;Kunde_2;1
2016-03-25;Artikel_22;Kunde_5;-1
2016-03-25;Artikel_71;Kunde_24;2
2016-03-25;Artikel_48;Kunde_4;3
2016-03-25;Artikel_61;Kunde_20;1
2016-03-25;Artikel_52;Kunde_14;-1
2016-03-28;Artikel_48;Kunde_17;2
2016-03-28;Artikel_36;Kunde_4;2
2016-03-28;Artikel_50;Kunde_1;1
2016-03-28;Artikel_27;Kunde_24;2
2016-03-28;Artikel_90;Kunde_5;1
2016-03-28;Artikel_47;Kunde_15;3
2016-03-29;Artikel_80;Kunde_22;2
2016-03-29;Artikel_75;Kunde_28;3
2016-03-29;Artikel_81;Kunde_28;1
2016-03-29;Artikel_12;Kunde_22;3
2016-03-29;Artikel_71;Kunde_24;1
2016-03-30;Artikel_45;Kunde_2;1
2016-03-30;Artikel_77;Kunde_10;1
2016-03-30;Artikel_14;Kunde_17;1
2016-03-30;Artikel_83;Kunde_12;2
2016-03-30;Artikel_45;Kunde_29;1
2016-03-30;Artikel_15;Kunde_2;1
2016-03-31;Artikel_97;Kunde_14;2
2016-03-31;Artikel_35;Kunde_25;2
2016-03-31;Artikel_99;Kunde_27;2
2016-03-31;Artikel_45;Kunde_29;1
2016-03-31;Artikel_79;Kunde_2;1
2016-04-01;Artikel_3;Kunde_18;1
2016-04-01;Artikel_99;Kunde_1;1
2016-04-01;Artikel_45;Kunde_24;-1
2016-04-01;Artikel_94;Kunde_14;2
2016-04-01;Artikel_33;Kunde_10;1
2016-04-01;Artikel_85;Kunde_26;1
2016-04-01;Artikel_60;Kunde_1;2
2016-04-04;Artikel_62;Kunde_18;1
2016-04-04;Artikel_82;Kunde_28;1
2016-04-04;Artikel_35;Kunde_16;1
2016-04-04;Artikel_58;Kunde_29;1
2016-04-05;Artikel_18;Kunde_11;1
2016-04-05;Artikel_23;Kunde_29;1
2016-04-05;Artikel_60;Kunde_4;1
2016-04-05;Artikel_4;Kunde_1;3
2016-04-06;Artikel_100;Kunde_13;-1
2016-04-06;Artikel_78;Kunde_13;2
2016-04-06;Artikel_76;Kunde_24;2
2016-04-06;Artikel_97;Kunde_28;2
2016-04-06;Artikel_22;Kunde_1;1
2016-04-06;Artikel_57;Kunde_22;1
2016-04-07;Artikel_33;Kunde_17;3
2016-04-07;Artikel_4;Kunde_27;2
2016-04-07;Artikel_42;Kunde_27;2
2016-04-07;Artikel_88;Kunde_19;-1
2016-04-07;Artikel_74;Kunde_17;1
2016-04-07;Artikel_18;Kunde_4;1
2016-04-07;Artikel_17;Kunde_10;1
2016-04-07;Artikel_39;Kunde_30;2
2016-04-08;Artikel_6;Kunde_14;1
2016-04-08;Artikel_29;Kunde_2;1
2016-04-08;Artikel_97;Kunde_29;1
2016-04-08;Artikel_28;Kunde_9;3
2016-04-11;Artikel_45;Kunde_3;2
2016-04-11;Artikel_99;Kunde_24;-1
2016-04-11;Artikel_8;Kunde_18;2
2016-04-12;Artikel_47;Kunde_1;1
2016-04-12;Artikel_19;Kunde_28;-1
2016-04-12;Artikel_35;Kunde_19;2
2016-04-13;Artikel_23;Kunde_24;2
2016-04-13;Artikel_38;Kunde_9;1
2016-04-13;Artikel_2;Kunde_3;2
2016-04-13;Artikel_33;Kunde_26;2
2016-04-13;Artikel_5;Kunde_28;1
2016-04-14;Artikel_67;Kunde_8;3
2016-04-14;Artikel_37;Kunde_24;1
2016-04-14;Artikel_18;Kunde_10;2
2016-04-14;Artikel_83;Kunde_17;3
2016-04-14;Artikel_4;Kunde_29;2
2016-04-14;Artikel_72;Kunde_17;1
2016-04-14;Artikel_27;Kunde_17;3
2016-04-15;Artikel_19;Kunde_27;2
2016-04-15;Artikel_10;Kunde_18;2
2016-04-15;Artikel_73;Kunde_5;3
2016-04-15;Artikel_75;Kunde_10;1
2016-04-15;Artikel_35;Kunde_17;1
2016-04-15;Artikel_3;Kunde_24;1
2016-04-15;Artikel_47;;1
2016-04-18;Artikel_45;Kunde_26;1
2016-04-18;Artikel_88;Kunde_18;3
2016-04-18;Artikel_76;Kunde_24;2
2016-04-19;Artikel_4;Kunde_27;1
2016-04-19;Artikel_62;Kunde_27;3
2016-04-19;Artikel_94;Kunde_14;-1
2016-04-19;Artikel_74;Kunde_22;-1
2016-04-20;Artikel_50;Kunde_5;1
2016-04-20;Artikel_82;Kunde_15;2
2016-04-20;Artikel_65;Kunde_2;1
2016-04-20;Artikel_87;Kunde_28;2
2016-04-20;Artikel_27;Kunde_4;3
2016-04-20;Artikel_80;Kunde_24;3
2016-04-21;Artikel_65;Kunde_1;2
2016-04-21;Artikel_27;Kunde_16;-1
2016-04-21;Artikel_45;Kunde_24;2
2016-04-21;Artikel_91;Kunde_26;3
2016-04-21;Artikel_15;Kunde_8;1
2016-04-21;Artikel_47;Kunde_7;1
2016-04-21;Artikel_39;Kunde_14;1
2016-04-22;Artikel_15;Kunde_19;2
2016-04-22;Artikel_83;Kunde_27;3
2016-04-22;Artikel_26;Kunde_21;1
2016-04-22;Artikel_99;Kunde_18;2
2016-04-22;Artikel_91;Kunde_30;-1
2016-04-22;Artikel_51;Kunde_1;2
2016-04-22;Artikel_82;Kunde_19;3
2016-04-25;Artikel_74;Kunde_17;1
2016-04-25;Artikel_38;Kunde_19;2
2016-04-25;Artikel_47;Kunde_8;3
2016-04-25;Artikel_3;Kunde_10;1
2016-04-25;Artikel_37;Kunde_24;1
2016-04-26;Artikel_49;Kunde_28;1
2016-04-26;Artikel_45;Kunde_17;2
2016-04-26;Artikel_68;Kunde_15;1
2016-04-26;Artikel_81;Kunde_19;1
2016-04-26;Artikel_65;Kunde_19;1
2016-04-26;Artikel_68;Kunde_28;1
2016-04-27;Artikel_29;Kunde_4;2
2016-04-27;Artikel_97;Kunde_24;3
2016-04-27;Artikel_46;Kunde_5;1
2016-04-27;Artikel_63;Kunde_18;1
2016-04-27;Artikel_13;Kunde_26;2
2016-04-28;Artikel_35;Kunde_11;1
2016-04-28;Artikel_40;Kunde_30;1
2016-04-28;Artikel_62;Kunde_5;-1
2016-04-28;Artikel_57;Kunde_19;1
2016-04-28;Artikel_11;Kunde_2;1
2016-04-28;Artikel_10;Kunde_18;1
2016-04-28;Artikel_23;Kunde_1;3
2016-04-28;Artikel_71;Kunde_12;1
2016-04-28;Artikel_11;Kunde_27;1
2016-04-29;Artikel_62;Kunde_2;3
2016-04-29;Artikel_27;Kunde_2;1
2016-04-29;Artikel_42;Kunde_24;2
2016-04-29;Artikel_43;Kunde_2;2
2016-04-29;Artikel_66;Kunde_17;3
2016-05-02;Artikel_28;Kunde_21;-1
2016-05-02;Artikel_52;Kunde_5;1
2016-05-02;Artikel_15;Kunde_26;1
2016-05-02;Artikel_49;Kunde_7;1
2016-05-02;Artikel_19;Kunde_24;2
2016-05-02;Artikel_8;Kunde_22;2
2016-05-02;Artikel_89;Kunde_16;1
2016-05-02;Artikel_68;Kunde_27;3
2016-05-03;Artikel_39;Kunde_1;2
2016-05-03;Artikel_81;Kunde_16;1
2016-05-03;Artikel_49;Kunde_23;1
2016-05-03;Artikel_90;Kunde_27;2
2016-05-03;Artikel_76;Kunde_20;1
2016-05-04;Artikel_100;Kunde_28;-1
2016-05-04;Artikel_8;Kunde_22;3
2016-05-04;Artikel_48;Kunde_30;3
2016-05-04;Artikel_31;Kunde_12;2
2016-05-04;Artikel_4;Kunde_10;2
2016-05-05;Artikel_83;Kunde_10;1
2016-05-05;Artikel_4;Kunde_5;1
2016-05-06;Artikel_33;Kunde_25;1
2016-05-09;Artikel_24;Kunde_5;2
2016-05-09;Artikel_75;Kunde_19;1
2016-05-09;Artikel_4;Kunde_5;1
2016-05-09;Artikel_12;Kunde_27;2
2016-05-09;Artikel_76;Kunde_4;2
2016-05-09;Artikel_75;Kunde_27;3
2016-05-10;Artikel_39;Kunde_10;2
2016-05-10;Artikel_53;Kunde_28;2
2016-05-10;Artikel_45;Kunde_29;1
2016-05-10;Artikel_51;Kunde_22;-1
2016-05-10;Artikel_84;Kunde_20;-1
2016-05-11;Artikel_95;Kunde_12;1
2016-05-11;Artikel_44;Kunde_14;3
2016-05-12;Artikel_53;Kunde_24;3
2016-05-12;Artikel_11;Kunde_2;2
2016-05-12;Artikel_48;Kunde_10;1
2016-05-12;Artikel_5;Kunde_10;3
2016-05-13;Artikel_95;Kunde_27;-1
2016-05-13;Artikel_79;Kunde_24;1
2016-05-13;Artikel_80;Kunde_24;1
2016-05-13;Artikel_75;Kunde_15;2
2016-05-13;Artikel_42;Kunde_22;1
2016-05-13;Artikel_24;Kunde_19;1
2016-05-13;Artikel_96;Kunde_26;2
2016-05-13;Artikel_70;Kunde_24;1
2016-05-13;Artikel_58;Kunde_12;1
2016-05-16;Artikel_84;Kunde_29;1
2016-05-16;Artikel_50;Kunde_17;1
2016-05-17;Artikel_97;Kunde_14;1
2016-05-17;Artikel_43;Kunde_22;1
2016-05-17;Artikel_75;Kunde_17;2
2016-05-18;Artikel_47;Kunde_15;1
2016-05-18;Artikel_45;Kunde_23;2
2016-05-18;Artikel_90;Kunde_29;3
2016-05-19;Artikel_31;Kunde_18;1
2016-05-19;Artikel_58;Kunde_27;2
2016-05-19;Artikel_70;Kunde_27;3
2016-05-19;Artikel_18;Kunde_6;2
2016-05-19;Artikel_33;Kunde_16;3
2016-05-20;Artikel_9;Kunde_27;2
2016-05-20;Artikel_78;Kunde_19;1
2016-05-20;Artikel_44;Kunde_8;2
2016-05-23;Artikel_1;Kunde_29;1
2016-05-23;Artikel_19;Kunde_5;1
2016-05-23;Artikel_23;Kunde_6;2
2016-05-23;Artikel_28;Kunde_2;1
2016-05-24;Artikel_51;Kunde_15;1
2016-05-24;Artikel_28;Kunde_12;1
2016-05-24;Artikel_83;Kunde_1;1
2016-05-24;Artikel_58;Kunde_8;3
2016-05-25;Artikel_71;Kunde_10;1
2016-05-25;Artikel_27;Kunde_28;1
2016-05-26;Artikel_32;Kunde_14;1
2016-05-26;Artikel_3;Kunde_15;1
2016-05-27;Artikel_53;Kunde_19;1
2016-05-27;Artikel_19;Kunde_11;1
2016-05-27;Artikel_75;Kunde_25;1
2016-05-27;Artikel_4;;2
2016-05-27;Artikel_80;Kunde_17;1
2016-05-27;Artikel_51;Kunde_14;1
2016-05-30;Artikel_79;Kunde_12;1
2016-05-30;Artikel_59;Kunde_2;1
2016-05-30;Artikel_43;Kunde_22;2
2016-05-30;Artikel_59;Kunde_19;1
2016-05-30;Artikel_59;Kunde_8;2
2016-05-31;Artikel_94;Kunde_28;1
2016-05-31;Artikel_94;Kunde_3;1
2016-05-31;Artikel_86;Kunde_29;1
2016-05-31;Artikel_72;Kunde_4;1
2016-05-31;Artikel_27;Kunde_3;-1
2016-05-31;Artikel_65;Kunde_5;1
2016-06-01;Artikel_82;Kunde_13;1
2016-06-01;Artikel_59;Kunde_20;2
2016-06-01;Artikel_10;Kunde_27;1
2016-06-01;Artikel_23;Kunde_18;1
2016-06-01;Artikel_86;Kunde_18;1
2016-06-01;Artikel_9;Kunde_28;1
2016-06-01;Artikel_71;Kunde_19;1
2016-06-02;Artikel_46;Kunde_10;1
2016-06-02;Artikel_48;Kunde_2;2
2016-06-02;Artikel_47;Kunde_29;-1
2016-06-02;Artikel_85;Kunde_27;2
2016-06-03;Artikel_38;Kunde_1;1
2016-06-03;Artikel_91;Kunde_2;1
2016-06-03;Artikel_32;Kunde_23;3
2016-06-03;Artikel_40;Kunde_27;3
2016-06-03;Artikel_6;Kunde_10;3
2016-06-03;Artikel_80;Kunde_16;2
2016-06-03;Artikel_79;Kunde_15;3
2016-06-03;Artikel_35;Kunde_19;1
2016-06-06;Artikel_80;Kunde_24;-1
2016-06-06;Artikel_97;;-1
2016-06-06;Artikel_81;Kunde_12;1
2016-06-06;Artikel_33;Kunde_17;2
2016-06-06;Artikel_40;Kunde_10;1
2016-06-07;Artikel_84;Kunde_27;3
2016-06-07;Artikel_91;Kunde_19;2
2016-06-07;Artikel_47;Kunde_24;2
2016-06-07;Artikel_83;Kunde_4;3
2016-06-07;Artikel_83;Kunde_15;2
2016-06-07;Artikel_51;Kunde_26;1
2016-06-07;Artikel_11;Kunde_1;3
2016-06-07;Artikel_58;Kunde_16;1
2016-06-08;Artikel_45;Kunde_15;1
2016-06-08;Artikel_19;Kunde_16;3
2016-06-08;Artikel_1;Kunde_29;3
2016-06-08;Artikel_4;Kunde_1;1
2016-06-08;Artikel_17;Kunde_28;-1
2016-06-08;Artikel_62;Kunde_24;2
2016-06-09;Artikel_63;Kunde_27;1
2016-06-09;Artikel_59;Kunde_5;2
2016-06-09;Artikel_95;Kunde_24;1
2016-06-09;Artikel_84;Kunde_25;3
2016-06-10;Artikel_84;Kunde_22;2
2016-06-10;Artikel_62;Kunde_24;1
2016-06-10;Artikel_3;Kunde_19;1
2016-06-13;Artikel_22;Kunde_10;2
2016-06-13;Artikel_32;Kunde_22;3
2016-06-13;Artikel_100;Kunde_15;2
2016-06-14;Artikel_9;Kunde_1;2
2016-06-14;Artikel_97;Kunde_16;1
2016-06-14;Artikel_90;Kunde_2;2
2016-06-14;Artikel_71;Kunde_29;3
2016-06-14;Artikel_33;Kunde_4;1
2016-06-15;Artikel_10;Kunde_17;2
2016-06-15;Artikel_59;Kunde_5;1
2016-06-15;Artikel_18;Kunde_19;3
2016-06-15;Artikel_3;Kunde_22;1
2016-06-15;Artikel_67;Kunde_10;2
2016-06-15;Artikel_3;Kunde_10;1
2016-06-15;Artikel_97;Kunde_19;1
2016-06-15;Artikel_66;Kunde_14;3
2016-06-16;Artikel_27;Kunde_16;1
2016-06-16;Artikel_65;Kunde_4;2
2016-06-16;Artikel_93;Kunde_24;-1
2016-06-16;Artikel_83;Kunde_18;1
2016-06-20;Artikel_74;Kunde_18;3
2016-06-20;Artikel_86;Kunde_27;1
2016-06-20;Artikel_80;Kunde_1;-1
2016-06-20;Artikel_17;Kunde_4;3
2016-06-21;Artikel_5;Kunde_2;1
2016-06-21;Artikel_76;Kunde_12;1
2016-06-21;Artikel_60;Kunde_22;1
2016-06-21;Artikel_4;Kunde_10;2
2016-06-21;Artikel_68;Kunde_27;1
2016-06-21;Artikel_53;Kunde_6;-1
2016-06-21;Artikel_51;Kunde_16;2
2016-06-21;Artikel_40;Kunde_19;1
2016-06-22;Artikel_91;Kunde_12;1
2016-06-22;Artikel_47;Kunde_14;-1
2016-06-22;Artikel_80;Kunde_3;3
2016-06-22;Artikel_27;Kunde_16;1
2016-06-23;Artikel_50;Kunde_16;2
2016-06-23;Artikel_19;Kunde_15;2
2016-06-23;Artikel_90;Kunde_16;2
2016-06-23;Artikel_84;Kunde_15;1
2016-06-23;Artikel_95;Kunde_16;-1
2016-06-23;Artikel_81;Kunde_19;1
2016-06-23;Artikel_1;Kunde_27;2
2016-06-23;Artikel_80;Kunde_4;1
2016-06-23;Artikel_67;Kunde_27;2
2016-06-24;Artikel_8;Kunde_10;2
2016-06-24;Artikel_8;Kunde_15;1
2016-06-24;Artikel_15;Kunde_19;1
2016-06-24;Artikel_94;Kunde_2;1
2016-06-24;Artikel_33;Kunde_11;1
2016-06-24;Artikel_90;Kunde_10;1
2016-06-24;Artikel_47;Kunde_22;3
2016-06-24;Artikel_32;Kunde_22;1
2016-06-27;Artikel_49;Kunde_29;1
2016-06-27;Artikel_24;Kunde_20;2
2016-06-27;Artikel_87;Kunde_10;1
2016-06-27;Artikel_93;Kunde_6;1
2016-06-27;Artikel_91;Kunde_28;2
2016-06-27;Artikel_85;Kunde_17;3
2016-06-27;Artikel_16;Kunde_3;1
2016-06-28;Artikel_40;Kunde_29;-1
2016-06-28;Artikel_48;Kunde_17;2
2016-06-28;Artikel_27;Kunde_2;1
2016-06-28;Artikel_77;Kunde_10;2
2016-06-28;Artikel_23;Kunde_5;1
2016-06-29;Artikel_60;Kunde_16;-1
2016-06-29;Artikel_60;Kunde_22;3
2016-06-29;Artikel_79;Kunde_24;1
2016-06-29;Artikel_90;Kunde_25;2
2016-06-29;Artikel_56;Kunde_14;-1
2016-06-29;Artikel_62;Kunde_22;2
2016-06-30;Artikel_43;Kunde_10;2
